ir,red
115758,100568
115832,100602
115961,100679
116004,100703
116058,100710
116095,100692
116111,100706
116237,100784
116284,100820
116336,100818
116374,100786
116379,100829
116491,100897
116487,100890
116549,100896
116529,100900
116589,100896
116677,100952
116701,100983
116728,100951
116681,100955
116759,100939
116905,101056
116942,101067
116977,101056
116967,101048
117055,101085
117170,101168
117220,101199
117258,101194
117238,101160
117314,101216
117379,101255
117419,101225
117397,101247
117403,101210
117382,101216
117379,101237
117387,101249
117331,101214
117305,101165
117281,101182
117296,101186
117289,101192
117229,101186
117158,101145
117149,101113
117188,101120
117126,101146
117115,101093
117062,101089
117027,101079
117094,101104
117076,101111
117014,101069
117018,101079
116995,101081
117053,101103
117046,101116
117053,101095
117024,101065
117071,101088
117106,101138
117079,101125
117127,101128
117099,101102
117097,101160
117178,101194
117194,101165
117217,101160
117214,101149
117310,101212
117321,101247
117332,101222
117381,101231
117372,101219
117461,101251
117519,101297
117514,101305
117546,101302
117560,101270
117583,101304
117664,101374
117684,101366
117662,101333
117657,101337
117715,101340
117794,101411
117843,101440
117837,101407
117827,101390
117869,101412
117946,101475
117955,101459
117978,101428
117974,101428
117998,101494
118064,101533
118097,101517
118124,101503
118088,101497
118127,101538
118197,101565
118197,101576
118194,101550
118189,101531
118261,101595
118318,101600
118312,101619
118339,101610
118319,101577
118355,101650
118429,101661
118409,101656
118399,101634
118400,101642
118459,101647
118456,101675
118501,101682
118474,101658
118439,101639
118526,101704
118578,101731
118541,101702
118544,101684
118508,101687
118622,101712
118599,101741
118586,101705
118593,101697
118552,101678
118608,101720
118632,101713
118629,101716
118568,101728
118598,101733
118666,101742
118647,101745
118657,101749
118635,101744
118600,101685
118682,101761
118687,101787
118721,101775
118693,101731
118669,101733
118734,101774
118777,101772
118800,101793
118767,101777
118738,101766
118862,101837
118847,101813
118900,101826
118866,101811
118890,101832
118971,101900
118973,101906
118967,101904
118967,101881
119001,101859
119043,101907
119056,101912
119001,101887
118983,101837
118890,101781
118806,101802
118602,101709
118382,101626
118021,101448
117698,101334
117446,101238
117124,101113
116791,100991
116483,100855
116257,100774
116143,100744
115992,100674
115820,100626
115678,100507
115558,100462
115537,100477
115445,100484
115357,100439
115298,100368
115223,100397
115287,100393
115202,100372
115208,100378
115150,100314
115149,100342
115236,100384
115249,100411
115311,100385
115251,100392
115301,100426
115425,100465
115438,100489
115504,100526
115507,100520
115578,100477
115672,100567
115708,100602
115773,100609
115742,100554
115865,100609
115918,100674
115953,100705
116008,100734
116016,100667
116067,100726
116149,100766
116194,100778
116211,100780
116229,100759
116259,100808
116326,100802
116355,100829
116370,100829
116394,100845
116461,100865
116520,100911
116596,100904
116625,100922
116634,100927
116754,100992
116875,101033
116845,101033
116901,101055
116908,101038
117024,101078
117063,101128
117117,101132
117141,101132
117071,101074
117145,101150
117181,101148
117155,101134
117121,101111
117087,101056
117123,101115
117135,101107
117079,101129
117062,101101
116988,101046
116999,101058
116994,101102
116985,101077
116914,101061
116876,100966
116880,101038
116939,101035
116875,101070
116859,101017
116800,100952
116836,101005
116893,101037
